"recipe.link","recipe.name","recipe.author","recipe.description","recipe.instructions","img","img.css"
"/recipes/1012755-heirloom-tomato-mojitonico","Heirloom Tomato Mojitonico","Jonathan Miles","Muddled tomatoes and herbs are mixed with gin then topped with a bracing fizz of tonic water. It's the cocktail as salad, or vice versa.","Rim a 16-ounce glass by moistening the edge with a lime wedge, then dipping the glass into a small plate filled with equal parts salt and pepper. Into the same glass add the tomatoes, herbs and lime sections, then muddle, gently, until the mixture is equal parts juice and solids. Add ice, stir, then add the gin, and stir again. Top with the tonic water.","Heirloom-Tomato-Mojitonico-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012741-the-hummingbird","The Hummingbird","Laura M. Holson","This drink comes from the now-closed Martini House in St. Helena, Calif. It is a blend of Aviation gin, St.-Germain, lemon juice and soda that is refreshing, not too tart or sweet. It was served at the restaurant with a carrot-colored nasturtium lodged between two ice cubes. It’s a lovely presentation for any cocktail hour.","Pour gin, elderflower liqueur, and lemon juice into a cocktail shaker half-filled with ice. Shake well. Strain into an old-fashioned glass over ice and nasturtium blossom. Fill glass with seltzer and float leaf on top.","hummingbird-largeHorizontal375-v2.jpg","fixed-height"
"/recipes/1012743-the-marea","The Marea","Laura M. Holson","A signature drink from the Manhattan restaurant Marea, this concoction was meant to evoke an underwater garden in a glass. It uses grappa, lemon-flavored Acqua di Cedro liqueur, passion fruit and preserved wild hibiscus flowers from Australia, which are jarred in syrup and sold by wholesalers and at specialty food stores. The deep magenta blossoms are edible, a chewy mouthful of sweet rhubarb and berry. The hibiscus petals unfurl with the rush of alcohol, swaying like the tentacles of a sea anemone bobbing in the ocean’s current.","Add all ingredients except hibiscus flower to a cocktail shaker half-filled with ice. Shake well. Strain into a cocktail glass over hibiscus flower.","recipes-lavenderdrink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012742-coming-up-roses","Coming Up Roses","Laura M. Holson","This drink recipe came to The Times in 2009 from Junior Merino, a bartender and consultant for the Modern restaurant in Manhattan. He said: “People are realizing there are a lot of edible flowers or flavored liqueurs that taste beautiful in a cocktail glass. It’s a discovery for many — interesting flavors and tastes they never knew existed.” This particular cocktail is a bouquet of rum, rose syrup and crushed rose petals.","In a cocktail shaker, muddle lime with rose petals and rose syrup. Add rum and about 1/2 cup ice and shake well. Add Champagne and pour into a highball glass, topping off with more ice if necessary.","43.png","pattern-43 fixed-height"
"/recipes/1012727-vodka-gimlet","Vodka Gimlet","Robert Simonson","","Place all ingredients in a cocktail shaker. Add ice and shake well. Strain into a chilled cocktail glass.","28.png","pattern-28 fixed-height"
"/recipes/1014006-pineapple-swizzle","Pineapple Swizzle","Pete Wells","","To make the syrup: In a heatproof container fitted with a lid, pour the boiling water over the Demerara sugar. Screw on the lid and shake until the sugar has dissolved. Cool completely. Excess can be stored in the refrigerator, tightly covered, for a week or so. Prepare the drink: In the bottom of a cocktail shaker, crush the mint leaves with the pineapple, lime juice and Demerara syrup. Strain into the bottom of a tall glass. Add cachaça or, for the nonalcoholic version, pineapple juice. Fill the glass with finely cracked ice and stir well, preferably until the outside of the glass is frosty. Top off the glass with more cracked ice and, for the alcoholic version, the Chartreuse. The mint sprig garnishes both versions, which should be served with a straw.","7.png","pattern-7 fixed-height"
"/recipes/1012719-watermelon-punch-with-a-kick","Watermelon Punch With a Kick","Pete Wells","","Pour the watermelon punch and rum into a tall highball glass filled with ice. Stir to combine.","20.png","pattern-20 fixed-height"
"/recipes/1012706-cucumber-collins","Cucumber Collins","Jonathan Miles","","In the bottom of a mixing glass, muddle cucumber slices, lemon juice and simple syrup. Add gin, along with ice, and shake. Strain over fresh ice into a Collins glass, then top with soda. Garnish with the mint sprig.","Cucumber-Collins-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012680-strawberry-cobbler","Strawberry Cobbler","Florence Fabricant","","In large wineglass, muddle strawberries, sugar, mint and ginger juice. Add vermouth, 1/2 cup ice cubes and soda. Stir and garnish with whole berry.","31.png","pattern-31 fixed-height"
"/recipes/1012616-dark-n-stormy","Dark ‘n’ Stormy","Jonathan Miles","","Fill a highball glass with ice and add the rum. Top with the ginger beer and garnish with the lime slice.","17.png","pattern-17 fixed-height"
"/recipes/1012610-hipster-bbq","Hipster BBQ","Betsy Andrews","Made with pale ale and Lawry’s Seasoned Salt, this drink whets the appetite for a juicy steak.","Pour vodka, lime juice, 1 tablespoon lime zest, 5 shakes seasoned salt and ice cubes into a cocktail shaker and shake. Strain into pilsner glass. Add fresh ice. Pour ale in slowly to fill glass. Garnish with more lime zest and seasoned salt.","hipsterbbq-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012609-muddy-puddle","Muddy Puddle","Betsy Andrews","","Put peanuts and sugar in food processor or clean coffee grinder and grind to powder. Place on small plate, moisten rim of a pilsner glass with some of simple syrup and place in peanut dust. Pour bourbon, espresso and remaining syrup into a cocktail shaker with ice cubes, shake and strain into prepared glass. Add fresh ice cubes and pour in stout to fill glass.","Muddy-Puddle-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012608-cherry-ale-sangria","Cherry Ale Sangria","Betsy Andrews","","Place generous amount of ice cubes in pitcher. Pour in ales, spirits and fruit. Stir, mashing fruit as you go. Top with ginger ale and soda water, adding more ice if needed to fill pitcher. Stir and serve.","9.png","pattern-9 fixed-height"
"/recipes/1012601-gin-julep","Gin Julep","Pete Wells","","In a tall glass, lightly press mint into simple syrup with a muddler or long-handled spoon. Fill glass with cracked ice. Add gin and stir energetically with a swizzle stick or long-handled spoon until frost forms on outside of glass. Top off with more cracked ice, plant a mint sprig on top, and serve with a straw.","2.png","pattern-2 fixed-height"
"/recipes/1012606-rye-rickey","Rye Rickey","Pete Wells","","Stir the lime juice, rye or bourbon and orange Curaçao or Cointreau in an 8-ounce glass with 2 ice cubes. If you like, drop in the rind of half a lime. Top off with soda, stir gently and serve with a straw trimmed to extend over lip of glass by 2 inches or so, if necessary.","7.png","pattern-7 fixed-height"
"/recipes/1012600-blueberry-maple-caiprissimo","Blueberry Maple Caiprissimo","Pete Wells","","In a microwave-safe glass or mug, stir together the syrup and rosemary. Microwave on high for about 30 seconds. When cool, discard rosemary. Add rosemary-flavored syrup to remaining ingredients in a blender. Add 1 1/2 cups ice. Purée until smooth, adding more ice if needed to achieve a consistency that is no longer liquid, but still pours freely.","1.png","pattern-1 fixed-height"
"/recipes/1012605-thai-basil-bliss","Thai Basil Bliss","Pete Wells","","In a cocktail shaker, crush 4 basil leaves and the pineapple to a pulp with a muddler or wooden spoon. Fill shaker about halfway with ice and add simple syrup, tequila and lime juice. Shake well and strain into a cocktail glass. Top with a splash of soda and float last basil leaf on surface.","Thai-Basil-Bliss-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012599-campbell-swizzle","Campbell Swizzle","Robert Simonson","","Pour all ingredients except for mint into a tall glass. Fill glass with crushed ice. Blend ingredients with a genuine swizzle stick or a bar spoon for about 20 seconds. Add more crushed ice to form a mound on top, and top with mint.","campbell-swizzle-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012604-watermelon-sugar","Watermelon Sugar","Pete Wells","","On a small plate, mix salt, sugar and cayenne with a fork. Lightly wet rim of a medium cocktail glass with water or lime juice, and dip glass on plate, coating rim, then tap to shake off excess. In a cocktail shaker, crush watermelon with a muddler or long-handled spoon. Half fill the shaker with ice and vigorously shake the watermelon, syrup, lime juice, mezcal and tequila. Strain into glass and serve.","Watermelon-Sugar-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012598-queens-park-swizzle","Queens Park Swizzle","Robert Simonson","","Place mint leaves in a cocktail shaker with sugar cube, lime juice and syrup. Using a muddler or wooden spoon, gently bruise mint. Pour rum in, swirl shaker and pour contents into a 10- or 12-ounce tall glass. Add crushed iced until glass is three-quarters full, then add bitters. Insert a genuine swizzle stick or a bar spoon into glass, stopping just above mint leaves, and hold its handle between your palms. Slide your hands back and forth against each other, gently spinning spoon or swizzle stick. Ideally, liquid and ice will swirl together while top layer of bitters and bottom layer of mint stay undisturbed. Top with more ice and garnish with a mint sprig.","Queens-Park-Swizzle-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012590-zin-cup","Zin Cup","Jonathan Miles","The Zin Cup is a sort of British sangria in which Pimm’s is mixed with red zinfandel and ginger beer. Sprightly and a little cheeky, the drink has been the top seller at Nios since its opening.","Add wine and Pimm’s to a highball glass filled with ice, then top with ginger beer. Garnish with cucumber and strawberry.","Zin-Cup-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012537-scotland-yard","Scotland Yard","Jonathan Miles","","Tear up five of the basil leaves and add them to a cocktail shaker along with the Scotch, Drambuie, syrup and lemon juice. Add ice and shake vigorously, then strain into a highball glass filled with ice. Garnish with the remaining basil leaf.","38.png","pattern-38 fixed-height"
"/recipes/1012520-atomic-cocktail","Atomic Cocktail","Jonathan Miles","","Add the vodka, Cognac and sherry to a mixing glass with ice, and stir. Strain into a chilled cocktail glass and top with the Champagne.","atomiccocktail-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1012454-pearl-of-puebla","Pearl of Puebla","Jonathan Miles","","Muddle lime juice, agave syrup and oregano in a mixing glass. Add remaining ingredients, along with ice, and shake. Double-strain into a chilled cocktail glass.","Pearl-of-Puebla-videoSixteenByNine310.jpg","fixed-height"
