"recipe.link","ingredient","ingredient.quantity","ingredient.as.written"
"/recipes/9001-grenadine-punch","Grenadine","1","quart grenadine syrup"
"/recipes/9001-grenadine-punch","Lime","","Juice of 20 limes (about 2 3 1/84 cups)"
"/recipes/9001-grenadine-punch","DROP","","Ice cubes (about 16 cups)"
"/recipes/8456-michelada","Key Lime","½","lime, preferably a Key lime"
"/recipes/8456-michelada","Course Salt","","Coarse salt"
"/recipes/8456-michelada","Worcestershire Sauce","2","dashes Worcestershire sauce"
"/recipes/8456-michelada","Soy Sauce","1","dash soy sauce"
"/recipes/8456-michelada","Tabasco Sauce","1","dash Tabasco sauce"
"/recipes/8456-michelada","Black Pepper","1","pinch black pepper"
"/recipes/8456-michelada","DROP","1","dash Maggi seasoning, optional"
"/recipes/8456-michelada","Negra Modelo","12","ounces beer, preferably a dark Mexican beer like Negra Modelo"
"/recipes/9618-kir-royales","Crème de Cassis","3","tablespoons Cassis"
"/recipes/9618-kir-royales","House Champagne","1","bottle good Champagne"
"/recipes/9618-kir-royales","Lemon","6","twists of lemon"
"/recipes/7157-junipero-gibson-with-pickled-red-onion","Onion Red","½","red onion, very thinly sliced into ribbons"
"/recipes/7157-junipero-gibson-with-pickled-red-onion","Kosher Salt","","Kosher salt"
"/recipes/7157-junipero-gibson-with-pickled-red-onion","Red Vinegar","¼","cup red wine vinegar"
"/recipes/7157-junipero-gibson-with-pickled-red-onion","House Dry Vermouth","","Dry vermouth"
"/recipes/7157-junipero-gibson-with-pickled-red-onion","Junipero Gin","16","ounces Junipero gin"
"/recipes/8406-horseradish-vodka","Horseradish","2","ounces fresh horseradish root"
"/recipes/8406-horseradish-vodka","House Vodka","1","750-milliliter bottle of vodka"
"/recipes/8406-horseradish-vodka","Celery Seeds","1","tablespoon celery seed"
"/recipes/8406-horseradish-vodka","Black Pepper","2","tablespoons black peppercorns"
"/recipes/8408-peach-sake","Peach","2 to 3","ripe peaches"
"/recipes/8408-peach-sake","House Sake","1","liter sake, chilled"
"/recipes/8409-bloodless-mary","Celery Salt","","Celery salt"
"/recipes/8409-bloodless-mary","Horseradish-Infused Vodka","2","ounces horseradish-infused vodka, well chilled"
"/recipes/8409-bloodless-mary","Celery","1","celery stalk"
"/recipes/9167-bloody-mary","Lemon","1","dash fresh lemon juice"
"/recipes/9167-bloody-mary","Salt","2","dashes salt"
"/recipes/9167-bloody-mary","Black Pepper","2","dashes black pepper"
"/recipes/9167-bloody-mary","Cayenne Pepper","","dashes cayenne pepper"
"/recipes/9167-bloody-mary","Worcestershire Sauce","3","dashes Worcestershire sauce"
"/recipes/9167-bloody-mary","House Vodka","1 ½","ounces vodka"
"/recipes/9167-bloody-mary","Tomato Juice","2","ounces tomato juice"
"/recipes/9167-bloody-mary","Lime","1","lime wedge for garnish"
"/recipes/9969-bloody-paradise","Kosher Salt","¼","teaspoon kosher salt, or to taste"
"/recipes/9969-bloody-paradise","Grains of Paradise","½","teaspoon coarsely ground grains of paradise, more for garnish"
"/recipes/9969-bloody-paradise","Tomato Juice","1","cup tomato juice"
"/recipes/9969-bloody-paradise","Lime","2","tablespoons lime juice"
"/recipes/9969-bloody-paradise","Balsamic Vinegar","1","tablespoon balsamic vinegar"
"/recipes/9969-bloody-paradise","House Citrus Vodka","1 ½","ounces citron vodka"
"/recipes/9969-bloody-paradise","Basil","2","basil leaves, fried in oil and sprinkled with salt, for garnish"
"/recipes/1929-the-bartender-sambonn-sam-leks-millennium-mender","Orange","6","ounces orange juice"
"/recipes/1929-the-bartender-sambonn-sam-leks-millennium-mender","Ginger Ale","¼","cup ginger ale"
"/recipes/1929-the-bartender-sambonn-sam-leks-millennium-mender","Egg","1","egg yolk"
"/recipes/1929-the-bartender-sambonn-sam-leks-millennium-mender","Honey","2","teaspoons honey"
"/recipes/1929-the-bartender-sambonn-sam-leks-millennium-mender","Sugar Brown","1","teaspoon brown sugar"
"/recipes/1929-the-bartender-sambonn-sam-leks-millennium-mender","DROP","¾","cup crushed ice"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","Egg","1","large egg"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","Tomato Juice","¼","cup tomato juice"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","Orange","¼","cup orange juice"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","Lemon","1","teaspoon lemon juice"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","Tabasco Sauce","3","dashes Tabasco sauce"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","Angostura Aromatic Bitters","1","dash angostura bitters"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","DROP","1","scoop ( 3/4 cup) crushed ice"
"/recipes/9540-kir-royale-38","House Cognac","1","teaspoon cognac"
"/recipes/9540-kir-royale-38","Grand Marnier","1","teaspoon Grand Marnier"
"/recipes/9540-kir-royale-38","House Champagne","6 to 8","ounces Champagne"
"/recipes/9540-kir-royale-38","Orange","½","orange slice"
"/recipes/9541-juniperotivo","Mint","4","large mint leaves"
"/recipes/9541-juniperotivo","Simple Syrup","½","ounce simple syrup (see note below)"
"/recipes/9541-juniperotivo","Junipero Gin","1 ½","ounces Junipero, or other gin"
"/recipes/9541-juniperotivo","Lime","½","ounce lime juice"
"/recipes/9541-juniperotivo","Pomegranate Syrup","¼","ounce pomegranate syrup"
"/recipes/8303-watermelon-champagne","Watermelon","3","cups cubed, seeded watermelon"
"/recipes/8303-watermelon-champagne","Sugar","1","tablespoon sugar"
"/recipes/8303-watermelon-champagne","House Champagne","½","bottle (375 milliliters) Champagne"
"/recipes/8304-watermelon-strawberry-slush","Strawberries","1","cup hulled fresh strawberries"
"/recipes/8304-watermelon-strawberry-slush","Watermelon","1 ½","cups cubed, seeded watermelon"
"/recipes/8304-watermelon-strawberry-slush","Sugar","3","tablespoons sugar"
"/recipes/8304-watermelon-strawberry-slush","Lemon","3","tablespoons fresh lemon juice"
"/recipes/8304-watermelon-strawberry-slush","DROP","1","cup ice cubes"
"/recipes/8304-watermelon-strawberry-slush","DROP","¼","cup vodka or white rum (optional)"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","Worcestershire Sauce","3","dashes Worcestershire sauce (about 1/4 teaspoon)"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","Black Pepper","2","dashes black pepper"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","Cayenne Pepper","2","dashes cayenne pepper"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","Salt","2","dashes salt"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","Lemon","1","dash lemon juice"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","DROP","","Ice"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","House Vodka","1 ½","ounces vodka"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","Tomato Juice","4","ounces tomato juice (low-sodium tomato juice can be used)"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","Lime","1","lime wedge"
"/recipes/9193-rainbow-julep","Apry","1","ounce Apry liqueur"
"/recipes/9193-rainbow-julep","Mint","","Sprigs of young mint"
"/recipes/9193-rainbow-julep","House Bourbon","2","ounces bourbon"
"/recipes/9193-rainbow-julep","DROP","","Crushed ice"
"/recipes/9192-citrus-julep","Lime","1","lime"
"/recipes/9192-citrus-julep","Orange","1","orange"
"/recipes/9192-citrus-julep","Lemon","1","lemon"
"/recipes/9192-citrus-julep","Sugar","1","cup sugar"
"/recipes/9192-citrus-julep","DROP","1","cup water"
"/recipes/9192-citrus-julep","Mint","1","cup mint leaves"
"/recipes/9192-citrus-julep","DROP","","Finely crushed ice"
"/recipes/9192-citrus-julep","House Bourbon","","Bourbon"
"/recipes/9192-citrus-julep","Mint","","Mint"
"/recipes/5498-vodka-tonic-with-mint","House Vodka","2","ounces vodka"
"/recipes/5498-vodka-tonic-with-mint","Mint","8 to 10","mint leaves"
"/recipes/5498-vodka-tonic-with-mint","Red Pepper Flakes","","Pinch of red pepper flakes"
"/recipes/5498-vodka-tonic-with-mint","Tonic Water","4","ounces tonic water"
"/recipes/5498-vodka-tonic-with-mint","Lemon","","Juice of one-half of a lemon"
"/recipes/6614-normandie-tea","Calvados","1","ounce Calvados"
"/recipes/6614-normandie-tea","Sugar Brown","1","teaspoon brown sugar"
"/recipes/6614-normandie-tea","Assam Tea","4","ounces strong hot assam tea"
"/recipes/6614-normandie-tea","Cinnamon","1","cinnamon stick"
"/recipes/6619-venetian-sunset","Grappa","1 ½","ounces grappa"
"/recipes/6619-venetian-sunset","Orange","3 ½","ounces orange juice"
"/recipes/6619-venetian-sunset","Campari","2 to 3","drops Campari"
"/recipes/6624-cafe-brulot","House Cognac","1","ounce Cognac"
"/recipes/6624-cafe-brulot","Dark Brown Sugar","1","pinch dark-brown sugar"
"/recipes/6624-cafe-brulot","Coffee","4 to 5","ounces hot coffee"
"/recipes/6624-cafe-brulot","Cream","2","ounces heavy cream, whipped enough to float, but not stiff"
"/recipes/6624-cafe-brulot","Cloves","1","clove"
"/recipes/6624-cafe-brulot","Orange","1","long strip orange zest"
"/recipes/6624-cafe-brulot","Lemon","1","long strip lemon zest"
"/recipes/6624-cafe-brulot","Cinnamon","1","cinnamon stick"
"/recipes/6624-cafe-brulot","Orange Peel Candied","1","small piece candied orange peel"
"/recipes/6618-southern-belle","Southern Comfort","2","ounces Southern Comfort"
"/recipes/6618-southern-belle","Orange","2","ounces orange juice"
"/recipes/6618-southern-belle","Cream","2","ounces heavy cream"
"/recipes/6623-bushs-blarney","House Irish Whiskey","1 ¼","ounces Irish whisky"
"/recipes/6623-bushs-blarney","Irish Mist","1 ¼","ounces Irish Mist"
"/recipes/6623-bushs-blarney","Lemon","","Dash lemon juice"
"/recipes/6623-bushs-blarney","House Aromatic Bitters","","Dash bitters"
"/recipes/6623-bushs-blarney","Lemon","1","piece lemon rind"
"/recipes/6617-royal-hawaiian","House Gin","2","ounces gin (omit for nonalcoholic drink)"
"/recipes/6617-royal-hawaiian","Lemon","1","ounce lemon juice"
"/recipes/6617-royal-hawaiian","Orgeat","1","ounce orgeat syrup"
"/recipes/6617-royal-hawaiian","Pineapple","2","ounces pineapple juice"
"/recipes/6617-royal-hawaiian","DROP","1","drop grenadine (optional)"
"/recipes/6622-armagnac-aperitif","Jurancon","3 ½","ounces Jurancon or other dry white wine"
"/recipes/6622-armagnac-aperitif","House Armagnac","½","ounce Armagnac"
"/recipes/6622-armagnac-aperitif","Fruit-Dried-Prune","1","small prune"
"/recipes/6621-clintons-folly","House Bourbon","½","ounce bourbon"
"/recipes/6621-clintons-folly","Southern Comfort","½","ounce Southern Comfort"
"/recipes/6621-clintons-folly","House White Crème de Cacao","¼","ounce white creme de cacao"
"/recipes/6621-clintons-folly","Creme de Banane","¼","ounce creme de banane"
"/recipes/6626-caliente-lemonade","DROP","4","cups water"
"/recipes/6626-caliente-lemonade","Lemon","2","cups fresh-squeezed lemon juice"
"/recipes/6626-caliente-lemonade","Orange","","Juice of 2 medium-size oranges"
"/recipes/6626-caliente-lemonade","Sugar","½","cup granulated sugar"
"/recipes/6626-caliente-lemonade","House Dark Rum","¾","cup dark rum"
"/recipes/6626-caliente-lemonade","Lemon","8","thin lemon or orange slices"
"/recipes/6626-caliente-lemonade","DROP","","Cloves (optional)"
"/recipes/6615-peanut-butter-batida","Peanut-Butter Syrup","4","ounces peanut-butter syrup (see recipe)"
"/recipes/6615-peanut-butter-batida","House Cachaça","1 ½","ounces cachaca (Brazilian cane liquor)"
"/recipes/6615-peanut-butter-batida","DROP","6 to 8","ice cubes"
"/recipes/6620-washington-cocktail","House Dark Rum","1 ½","ounces dark rum"
"/recipes/6620-washington-cocktail","Lemon","½","ounce lemon juice"
"/recipes/6620-washington-cocktail","Cointreau","1","dash Cointreau"
"/recipes/6620-washington-cocktail","House Gin","1","dash gin"
"/recipes/6620-washington-cocktail","Orange","1","dash orange juice"
"/recipes/6620-washington-cocktail","Brandied Cherries","1","maraschino cherry"
"/recipes/6625-caipiruva","Grapes Green","6","green grapes"
"/recipes/6625-caipiruva","Grapes Red","6","red grapes"
"/recipes/6625-caipiruva","Sugar","1","teaspoon sugar"
"/recipes/6625-caipiruva","DROP","6","ice cubes"
"/recipes/6625-caipiruva","House Cachaça","1 ½","ounces cachaca (Brazilian cane liquor)"
"/recipes/3421-americano","Campari","2","ounces Campari"
"/recipes/3421-americano","House Sweet Vermouth","1","ounce Italian (sweet) vermouth"
"/recipes/3421-americano","Club Soda","","About 8 ounces club soda"
"/recipes/3421-americano","Lemon","2","twists of lemon (see note)"
"/recipes/3938-hot-wine","House Merlot","6","cups (about 2 bottles) robust, fruity, acidic wine (Beaujolais, cabernet sauvignon, merlot or zinfandel)"
"/recipes/3938-hot-wine","Sugar","½","cup sugar"
"/recipes/3938-hot-wine","Lemon","1","large lemon, cut into 6 wedges"
"/recipes/3143-strawberry-sparkler","Strawberries","1","pint strawberries"
"/recipes/3143-strawberry-sparkler","Cointreau","3","tablespoons orange liquor such as Triple Sec or Cointreau"
"/recipes/3143-strawberry-sparkler","House Sparkling Wine","1","bottle sparkling wine, well chilled (see note)"
"/recipes/7687-bellini-coupe","Peach","4","large peaches, ripe but not soft (white peaches if available)"
"/recipes/7687-bellini-coupe","Lemon","","Juice of 1 lemon"
"/recipes/7687-bellini-coupe","Orange","","Juice of 1 orange"
"/recipes/7687-bellini-coupe","Peach Schnapps","3","tablespoons peach flavor schnapps"
"/recipes/7687-bellini-coupe","House Sparkling Wine","1","ottle chilled sparkling wine"
"/recipes/10365-van-cortlandt-punch","Cinnamon","2","sticks cinnamon"
"/recipes/10365-van-cortlandt-punch","Cloves","15","cloves"
"/recipes/10365-van-cortlandt-punch","Cardamom","5","cardamom pods"
"/recipes/10365-van-cortlandt-punch","Apple Cider","1","gallon sweet apple cider"
"/recipes/10365-van-cortlandt-punch","Applejack","2","cups applejack or apple brandy, or to taste"
